User,Reaction Type,Reaction Date
542,Emoticon,1588164088
78,Like,1588164088
204,Emoticon,1588169337
244,Emoticon,1588170940
494,Emoticon,1588167296
540,Like,1588164148
932,Emoticon,1588164089
948,Comment,1588164089
105,Emoticon,1588164089
397,Like,1588170941
54,Like,1588164090
840,Comment,1588172291
519,Emoticon,1588166427
657,Emoticon,1588164091
809,Emoticon,1588164091
371,Emoticon,1588164091
219,Like,1588164091
989,Like,1588165760
279,Emoticon,1588164092
179,Comment,1588164092
219,Emoticon,1588164092
165,Like,1588164092
847,Comment,1588164092
257,Comment,1588164093
580,Comment,1588164093
232,Comment,1588164278
251,Comment,1588175974
888,Like,1588171990
157,Like,1588164094
613,Like,1588170200
382,Comment,1588164094
494,Like,1588166222
50,Like,1588164095
547,Comment,1588164095
442,Emoticon,1588164095
948,Comment,1588164095
705,Like,1588169793
924,Emoticon,1588164096
467,Comment,1588164772
284,Emoticon,1588164096
444,Comment,1588164096
588,Like,1588164096
851,Like,1588164097
158,Like,1588166629
56,Like,1588164097
761,Like,1588164097
444,Emoticon,1588164097
451,Emoticon,1588164097
14,Emoticon,1588173456
860,Comment,1588164097
878,Comment,1588164097
45,Like,1588164097
116,Comment,1588164098
821,Like,1588164098
894,Emoticon,1588168662
297,Comment,1588164098
745,Like,1588171246
115,Like,1588164099
460,Emoticon,1588164099
71,Emoticon,1588164100
878,Emoticon,1588164100
244,Emoticon,1588170042
394,Comment,1588164101
975,Emoticon,1588164101
959,Comment,1588170811
561,Emoticon,1588164102
260,Emoticon,1588164102
912,Like,1588164102
75,Like,1588167020
162,Comment,1588164102
468,Comment,1588164103
204,Emoticon,1588168467
592,Like,1588164447
808,Like,1588164103
27,Emoticon,1588164103
385,Comment,1588181864
980,Comment,1588164103
204,Emoticon,1588169374
277,Emoticon,1588164104
158,Comment,1588167115
658,Emoticon,1588164104
203,Emoticon,1588168463
712,Emoticon,1588164105
106,Like,1588164106
571,Emoticon,1588167116
421,Emoticon,1588173235
190,Emoticon,1588174005
414,Like,1588164106
440,Emoticon,1588164106
708,Comment,1588164106
502,Emoticon,1588164106
673,Emoticon,1588164106
941,Like,1588164107
7,Like,1588164107
236,Like,1588164107
14,Like,1588175078
944,Like,1588164107
104,Comment,1588164108
834,Comment,1588164108
244,Comment,1588171280
286,Emoticon,1588164108
995,Emoticon,1588164108
134,Emoticon,1588164109
283,Emoticon,1588173673
179,Like,1588164110
731,Like,1588164110
536,Comment,1588178544
592,Comment,1588164688
508,Comment,1588164111
135,Like,1588164111
629,Comment,1588164111
536,Like,1588184957
427,Emoticon,1588164112
332,Comment,1588164112
842,Comment,1588164112
979,Emoticon,1588164112
839,Comment,1588164113
781,Emoticon,1588171243
940,Comment,1588164113
81,Comment,1588164113
51,Comment,1588164113
865,Emoticon,1588164113
293,Comment,1588164113
298,Like,1588164113
749,Emoticon,1588164114
846,Emoticon,1588164347
29,Comment,1588164114
375,Like,1588164114
508,Like,1588164115
326,Emoticon,1588164115
39,Like,1588164115
258,Comment,1588164115
32,Emoticon,1588164115
743,Emoticon,1588174268
165,Emoticon,1588164116
648,Emoticon,1588164116
436,Comment,1588164117
515,Like,1588164117
466,Emoticon,1588164117
869,Comment,1588164117
255,Emoticon,1588164117
690,Emoticon,1588164118
191,Like,1588164118
736,Like,1588164118
770,Comment,1588164118
267,Emoticon,1588164119
655,Comment,1588164119
949,Comment,1588164120
135,Emoticon,1588164120
719,Emoticon,1588164120
242,Like,1588164120
190,Like,1588172096
663,Comment,1588164121
149,Like,1588164121
588,Emoticon,1588164122
391,Comment,1588164122
143,Emoticon,1588164122
766,Comment,1588165333
179,Like,1588164122
674,Like,1588164123
334,Like,1588164123
857,Comment,1588164123
50,Like,1588164123
749,Emoticon,1588164123
194,Emoticon,1588164124
540,Comment,1588164127
90,Like,1588167541
265,Comment,1588164125
831,Comment,1588164125
75,Emoticon,1588166534
626,Like,1588166583
680,Like,1588168698
924,Like,1588164125
622,Emoticon,1588164126
235,Like,1588164126
404,Emoticon,1588164127
745,Emoticon,1588170363
221,Comment,1588164128
236,Like,1588164128
477,Like,1588164129
430,Like,1588164129
407,Comment,1588164129
733,Emoticon,1588164129
607,Emoticon,1588177726
785,Emoticon,1588164131
983,Like,1588165445
14,Comment,1588171329
254,Emoticon,1588165261
564,Emoticon,1588164131
724,Emoticon,1588166210
928,Emoticon,1588165787
72,Like,1588164132
688,Comment,1588164132
394,Emoticon,1588164132
333,Like,1588164132
267,Like,1588164132
262,Comment,1588164133
332,Comment,1588164133
312,Emoticon,1588164134
68,Comment,1588175576
884,Comment,1588164135
163,Comment,1588164135
422,Emoticon,1588164135
266,Emoticon,1588164135
577,Like,1588164136
419,Emoticon,1588164136
855,Emoticon,1588164136
270,Emoticon,1588170910
567,Emoticon,1588164136
785,Comment,1588164137
982,Emoticon,1588164137
605,Emoticon,1588164137
277,Comment,1588164137
877,Comment,1588164436
609,Like,1588164138
403,Like,1588164138
842,Comment,1588164139
821,Comment,1588164139
122,Emoticon,1588205315
200,Like,1588168644
624,Comment,1588164140
845,Emoticon,1588164140
449,Like,1588164140
743,Comment,1588172008
315,Like,1588164141
9,Emoticon,1588164141
27,Comment,1588164141
478,Comment,1588164141
840,Comment,1588175268
901,Emoticon,1588164142
590,Emoticon,1588164142
290,Emoticon,1588164142
391,Emoticon,1588164142
99,Emoticon,1588164813
222,Comment,1588164143
857,Emoticon,1588164143
471,Emoticon,1588164691
505,Like,1588164144
317,Like,1588164144
308,Comment,1588164144
603,Emoticon,1588164144
249,Comment,1588170605
78,Like,1588164144
503,Like,1588164145
540,Like,1588164145
993,Comment,1588165681
296,Like,1588164146
802,Comment,1588164146
568,Emoticon,1588164146
945,Like,1588164146
723,Like,1588164146
560,Comment,1588164146
688,Emoticon,1588164146
56,Like,1588164147
170,Comment,1588164147
871,Like,1588164148
426,Emoticon,1588169780
181,Emoticon,1588164149
403,Comment,1588164149
699,Emoticon,1588164149
612,Comment,1588164149
705,Comment,1588167977
422,Emoticon,1588164149
652,Emoticon,1588164149
696,Comment,1588164149
368,Like,1588164150
106,Like,1588164150
749,Like,1588164150
509,Comment,1588164150
104,Like,1588164150
967,Comment,1588167025
676,Like,1588164150
816,Like,1588164150
350,Emoticon,1588165524
991,Emoticon,1588164151
590,Emoticon,1588164151
385,Like,1588185691
388,Comment,1588164151
952,Comment,1588164151
46,Comment,1588164151
20,Emoticon,1588164151
35,Emoticon,1588164151
692,Comment,1588164152
206,Like,1588165887
728,Comment,1588164672
375,Like,1588164153
893,Comment,1588164153
924,Comment,1588164153
55,Comment,1588164153
959,Emoticon,1588171748
714,Emoticon,1588169503
934,Comment,1588164154
995,Like,1588164154
254,Comment,1588165189
958,Emoticon,1588164155
141,Like,1588164155
972,Comment,1588164155
247,Emoticon,1588172667
94,Emoticon,1588164155
133,Like,1588168808
41,Comment,1588164156
368,Emoticon,1588164157
225,Emoticon,1588164157
925,Comment,1588164170
839,Like,1588164157
800,Comment,1588164157
638,Emoticon,1588164157
142,Comment,1588164158
470,Like,1588169008
659,Emoticon,1588166369
611,Comment,1588174501
276,Emoticon,1588164159
174,Emoticon,1588164159
955,Comment,1588164159
894,Emoticon,1588168275
830,Comment,1588164160
744,Emoticon,1588169222
881,Emoticon,1588164160
406,Like,1588164161
159,Comment,1588164161
282,Emoticon,1588164161
112,Like,1588164161
478,Like,1588164161
115,Emoticon,1588164162
696,Comment,1588164162
134,Emoticon,1588164162
884,Comment,1588164162
636,Like,1588164163
123,Like,1588164163
668,Emoticon,1588164164
638,Comment,1588164164
684,Like,1588180349
509,Emoticon,1588164165
70,Comment,1588164165
953,Like,1588164166
282,Comment,1588164166
48,Comment,1588164166
575,Like,1588164167
423,Emoticon,1588164167
363,Like,1588169927
631,Like,1588164167
88,Comment,1588164168
989,Comment,1588165892
509,Like,1588164168
567,Comment,1588164168
978,Emoticon,1588164168
227,Like,1588164168
290,Emoticon,1588164168
904,Comment,1588164168
936,Emoticon,1588164169
616,Comment,1588164169
862,Comment,1588164169
828,Like,1588164169
586,Comment,1588164169
590,Emoticon,1588164169
189,Comment,1588164170
970,Emoticon,1588164170
722,Like,1588164170
63,Comment,1588164170
635,Like,1588164171
210,Emoticon,1588164171
333,Comment,1588164171
179,Like,1588164171
470,Like,1588167459
424,Like,1588164172
11,Emoticon,1588170776
86,Emoticon,1588164172
222,Emoticon,1588164172
790,Comment,1588164172
329,Comment,1588164172
912,Like,1588164172
342,Comment,1588164173
356,Comment,1588169023
590,Like,1588164174
360,Emoticon,1588164174
960,Comment,1588164175
177,Like,1588169462
716,Comment,1588164175
16,Like,1588164175
338,Comment,1588164176
781,Comment,1588170171
517,Emoticon,1588164177
489,Comment,1588164177
813,Like,1588164177
189,Emoticon,1588164177
279,Emoticon,1588164177
615,Emoticon,1588164178
489,Emoticon,1588164178
413,Emoticon,1588164178
52,Emoticon,1588165975
9,Like,1588164178
451,Like,1588164179
872,Comment,1588164179
331,Emoticon,1588164179
657,Like,1588164180
981,Like,1588164180
311,Like,1588164180
249,Comment,1588172685
747,Emoticon,1588164180
716,Comment,1588164180
850,Like,1588164180
130,Comment,1588164180
14,Comment,1588171418
149,Comment,1588164181
720,Comment,1588164181
136,Comment,1588164181
619,Like,1588164181
149,Comment,1588164182
425,Emoticon,1588164182
364,Emoticon,1588164182
577,Like,1588164182
415,Comment,1588164182
245,Emoticon,1588164182
888,Like,1588172943
217,Comment,1588164351
737,Like,1588164183
634,Like,1588177801
150,Like,1588164183
731,Emoticon,1588164183
574,Emoticon,1588168207
873,Comment,1588164184
574,Comment,1588167186
595,Like,1588164184
701,Comment,1588164185
612,Emoticon,1588164185
646,Like,1588164185
779,Comment,1588164185
401,Comment,1588164186
833,Emoticon,1588164186
60,Comment,1588164186
262,Emoticon,1588164186
295,Like,1588164186
515,Emoticon,1588164186
137,Comment,1588164576
301,Like,1588164187
132,Emoticon,1588164187
291,Comment,1588174317
175,Emoticon,1588172006
632,Comment,1588171521
213,Comment,1588164188
561,Like,1588164188
90,Emoticon,1588169370
679,Emoticon,1588164188
190,Comment,1588171672
524,Comment,1588164190
589,Like,1588164190
398,Like,1588164190
156,Comment,1588164191
335,Comment,1588164191
805,Comment,1588166713
24,Comment,1588167135
852,Comment,1588164192
166,Emoticon,1588164192
9,Like,1588164192
421,Like,1588175157
409,Emoticon,1588164193
465,Comment,1588164193
202,Comment,1588164193
31,Emoticon,1588164193
599,Emoticon,1588164194
617,Emoticon,1588164194
865,Comment,1588164194
846,Comment,1588164239
266,Comment,1588164194
269,Like,1588164194
745,Comment,1588171062
458,Emoticon,1588174092
474,Comment,1588164195
975,Comment,1588164195
30,Emoticon,1588164195
686,Like,1588169114
271,Comment,1588166323
802,Like,1588164195
652,Comment,1588164196
245,Comment,1588164196
536,Comment,1588185217
989,Like,1588165999
978,Like,1588164197
385,Like,1588182509
580,Comment,1588164198
804,Emoticon,1588164198
575,Emoticon,1588164199
548,Comment,1588168137
112,Like,1588164199
824,Comment,1588169379
580,Emoticon,1588164200
226,Like,1588164200
707,Comment,1588164200
120,Comment,1588164200
863,Like,1588164201
250,Like,1588164201
142,Emoticon,1588164201
649,Comment,1588164201
412,Emoticon,1588164201
454,Emoticon,1588164201
993,Like,1588165859
712,Like,1588164202
179,Like,1588164202
533,Comment,1588177700
943,Like,1588164202
763,Emoticon,1588165588
425,Emoticon,1588164202
290,Comment,1588164203
201,Like,1588164203
538,Like,1588164203
840,Emoticon,1588175881
996,Comment,1588164203
715,Comment,1588164203
477,Comment,1588164203
319,Like,1588164203
758,Emoticon,1588164204
305,Comment,1588164204
594,Emoticon,1588164204
877,Comment,1588164323
38,Emoticon,1588164204
74,Like,1588164204
486,Comment,1588164204
28,Emoticon,1588164205
542,Like,1588164205
603,Comment,1588164205
550,Comment,1588164205
649,Emoticon,1588164205
692,Comment,1588164205
862,Like,1588164206
79,Like,1588164206
932,Comment,1588164206
675,Comment,1588164206
57,Comment,1588164206
363,Like,1588168104
199,Emoticon,1588166237
841,Like,1588164207
875,Emoticon,1588164207
545,Like,1588164207
131,Like,1588164207
954,Comment,1588164208
587,Like,1588164208
159,Comment,1588164208
836,Comment,1588164208
660,Comment,1588172251
544,Like,1588164208
975,Like,1588164208
805,Comment,1588166267
610,Comment,1588164209
264,Emoticon,1588166970
848,Like,1588164209
576,Like,1588176537
740,Emoticon,1588164210
31,Emoticon,1588164210
720,Comment,1588164211
75,Emoticon,1588167326
121,Like,1588164211
32,Like,1588164212
346,Emoticon,1588164212
619,Comment,1588164212
42,Comment,1588164212
283,Like,1588176038
309,Like,1588169268
232,Emoticon,1588164212
180,Emoticon,1588172491
703,Emoticon,1588164212
221,Like,1588164213
693,Like,1588164213
688,Emoticon,1588164213
334,Comment,1588164213
553,Emoticon,1588164214
82,Comment,1588164214
906,Comment,1588164214
324,Emoticon,1588164214
305,Like,1588164214
350,Like,1588166089
137,Comment,1588164554
837,Like,1588164216
203,Emoticon,1588169343
569,Emoticon,1588164217
345,Emoticon,1588164217
567,Comment,1588164217
837,Comment,1588164217
753,Emoticon,1588164217
863,Emoticon,1588164218
781,Like,1588171547
146,Comment,1588177905
509,Like,1588164218
323,Comment,1588182773
66,Emoticon,1588164219
249,Emoticon,1588170659
188,Comment,1588164220
883,Comment,1588164220
1000,Comment,1588177827
85,Like,1588164220
133,Emoticon,1588170154
238,Emoticon,1588164221
72,Like,1588164221
325,Comment,1588165563
728,Like,1588164491
176,Emoticon,1588164221
617,Comment,1588164222
59,Emoticon,1588164222
857,Emoticon,1588164222
91,Emoticon,1588164222
877,Like,1588164335
759,Emoticon,1588164222
250,Like,1588164222
299,Emoticon,1588164223
804,Like,1588164224
862,Like,1588164224
828,Comment,1588164224
661,Like,1588164224
6,Emoticon,1588164225
71,Emoticon,1588164225
87,Comment,1588164225
539,Comment,1588164226
843,Emoticon,1588164227
413,Like,1588164227
167,Emoticon,1588164227
731,Comment,1588164227
600,Comment,1588164227
901,Like,1588164227
756,Comment,1588164228
774,Comment,1588164228
685,Like,1588164229
402,Like,1588164229
222,Like,1588164229
429,Comment,1588164230
504,Emoticon,1588164231
9,Like,1588164232
449,Like,1588164233
326,Comment,1588164233
23,Emoticon,1588164233
542,Comment,1588164234
687,Emoticon,1588164234
699,Emoticon,1588164234
384,Like,1588164234
50,Like,1588164234
677,Like,1588167975
759,Comment,1588164235
964,Emoticon,1588164235
878,Like,1588164236
684,Like,1588179712
684,Like,1588177159
95,Like,1588165901
438,Comment,1588178248
13,Like,1588164237
129,Like,1588168450
965,Like,1588164238
834,Comment,1588164238
660,Comment,1588172374
819,Comment,1588164238
708,Emoticon,1588164238
54,Emoticon,1588164238
428,Emoticon,1588164238
975,Like,1588164239
581,Like,1588171362
59,Like,1588164240
432,Like,1588164240
699,Emoticon,1588164240
984,Emoticon,1588164241
6,Emoticon,1588164241
969,Comment,1588164241
168,Comment,1588164241
405,Emoticon,1588164242
4,Emoticon,1588168342
482,Like,1588171027
200,Like,1588167083
630,Like,1588164242
237,Like,1588164243
932,Comment,1588164243
274,Emoticon,1588164243
754,Comment,1588164243
42,Emoticon,1588164243
713,Emoticon,1588164244
240,Like,1588164244
670,Comment,1588164244
907,Emoticon,1588164245
453,Comment,1588164246
267,Like,1588164246
587,Like,1588164246
238,Emoticon,1588164246
589,Emoticon,1588164247
339,Comment,1588164247
957,Emoticon,1588164293
66,Comment,1588164247
889,Emoticon,1588164247
901,Like,1588164247
175,Emoticon,1588170920
294,Emoticon,1588164248
908,Like,1588164248
304,Emoticon,1588164248
368,Emoticon,1588164248
988,Comment,1588166690
641,Like,1588164249
379,Comment,1588164249
377,Comment,1588164249
149,Comment,1588164249
259,Comment,1588164250
329,Like,1588164250
464,Emoticon,1588164251
271,Emoticon,1588165772
962,Comment,1588164251
225,Emoticon,1588164251
145,Comment,1588164252
607,Emoticon,1588177523
425,Emoticon,1588164252
182,Emoticon,1588175053
217,Emoticon,1588164282
941,Emoticon,1588164254
796,Emoticon,1588164254
56,Emoticon,1588164254
355,Like,1588172283
554,Emoticon,1588164255
391,Emoticon,1588164255
226,Like,1588164255
314,Comment,1588164255
70,Like,1588164255
300,Like,1588168011
126,Comment,1588164256
17,Comment,1588164256
847,Like,1588164256
242,Like,1588164256
95,Emoticon,1588165767
881,Like,1588164256
914,Like,1588164256
891,Like,1588164256
184,Comment,1588164257
609,Emoticon,1588164258
650,Comment,1588164258
513,Like,1588168457
241,Like,1588164259
576,Like,1588177359
769,Comment,1588164259
146,Comment,1588177739
739,Comment,1588164259
75,Comment,1588165945
358,Emoticon,1588164260
583,Emoticon,1588167130
809,Comment,1588164260
639,Comment,1588164260
460,Comment,1588164260
512,Comment,1588164260
335,Like,1588164260
546,Emoticon,1588164261
886,Emoticon,1588164261
786,Emoticon,1588164261
651,Comment,1588164262
307,Comment,1588164262
546,Comment,1588164262
216,Like,1588165600
900,Like,1588164262
806,Like,1588164263
268,Emoticon,1588164263
900,Like,1588164263
206,Like,1588165311
220,Emoticon,1588164263
38,Comment,1588164263
928,Like,1588165570
559,Like,1588164264
136,Comment,1588164264
811,Like,1588164264
744,Emoticon,1588167985
661,Comment,1588164264
54,Comment,1588164264
203,Like,1588169204
982,Emoticon,1588164265
930,Emoticon,1588164265
307,Like,1588164265
742,Like,1588164265
580,Comment,1588164265
199,Emoticon,1588165948
484,Like,1588164266
779,Like,1588164266
10,Emoticon,1588164266
80,Like,1588171055
566,Comment,1588164266
30,Emoticon,1588164266
564,Like,1588164267
20,Like,1588164267
388,Comment,1588164267
488,Emoticon,1588164267
487,Comment,1588164268
250,Emoticon,1588164268
333,Like,1588164268
139,Emoticon,1588164268
118,Emoticon,1588164268
131,Like,1588164269
642,Emoticon,1588164269
6,Like,1588164269
613,Like,1588168985
558,Like,1588164269
526,Comment,1588164270
161,Like,1588164270
872,Emoticon,1588164270
677,Emoticon,1588166947
303,Like,1588164271
478,Emoticon,1588164271
803,Like,1588164271
102,Comment,1588164271
770,Like,1588164271
691,Comment,1588164271
994,Emoticon,1588166608
437,Comment,1588164272
462,Emoticon,1588164272
847,Like,1588164272
921,Emoticon,1588164272
428,Emoticon,1588164272
445,Emoticon,1588164273
254,Emoticon,1588165143
461,Emoticon,1588164273
896,Emoticon,1588164274
848,Emoticon,1588164274
954,Like,1588164274
695,Comment,1588164274
655,Like,1588164274
630,Emoticon,1588164274
51,Like,1588164275
68,Comment,1588172796
782,Like,1588164275
405,Like,1588164275
893,Like,1588164275
565,Comment,1588164275
55,Like,1588164276
771,Emoticon,1588164276
616,Comment,1588164277
527,Comment,1588164277
372,Emoticon,1588164277
346,Like,1588164278
648,Emoticon,1588164278
198,Emoticon,1588164278
774,Like,1588164278
405,Like,1588164278
392,Like,1588164278
367,Comment,1588173516
294,Comment,1588164279
733,Emoticon,1588164279
178,Comment,1588169815
253,Like,1588164280
799,Emoticon,1588164280
387,Emoticon,1588164280
281,Emoticon,1588164280
765,Emoticon,1588168293
698,Like,1588164280
438,Comment,1588175606
86,Like,1588164280
136,Like,1588164280
11,Emoticon,1588171546
631,Emoticon,1588164281
865,Like,1588164281
560,Emoticon,1588164282
689,Comment,1588164282
197,Like,1588174556
712,Comment,1588164282
855,Comment,1588164282
857,Emoticon,1588164283
169,Like,1588164283
261,Emoticon,1588164283
151,Like,1588170736
978,Comment,1588164283
919,Like,1588164283
421,Emoticon,1588171627
290,Comment,1588164284
962,Emoticon,1588164284
764,Like,1588164284
824,Like,1588172069
951,Like,1588164285
787,Emoticon,1588165351
350,Comment,1588166205
886,Comment,1588164286
774,Like,1588164286
743,Comment,1588173330
556,Emoticon,1588164286
259,Comment,1588164286
429,Emoticon,1588164286
325,Emoticon,1588165504
501,Emoticon,1588164286
485,Comment,1588173577
569,Comment,1588164287
341,Like,1588164287
142,Comment,1588164287
216,Like,1588166009
946,Emoticon,1588168688
422,Comment,1588164288
139,Emoticon,1588164288
291,Comment,1588172309
158,Emoticon,1588166360
828,Emoticon,1588164288
880,Emoticon,1588164289
786,Like,1588164289
387,Like,1588164289
741,Like,1588164289
44,Like,1588168384
512,Emoticon,1588164289
48,Emoticon,1588164289
706,Comment,1588164290
408,Like,1588164290
918,Like,1588170648
805,Like,1588166057
290,Like,1588164290
152,Like,1588164291
716,Like,1588164291
673,Comment,1588164291
586,Comment,1588164291
133,Comment,1588169399
190,Emoticon,1588172409
221,Comment,1588164291
581,Emoticon,1588171147
960,Comment,1588164291
821,Comment,1588164291
76,Comment,1588164292
93,Comment,1588164292
999,Like,1588164292
475,Comment,1588164292
584,Like,1588164292
916,Emoticon,1588164292
781,Like,1588170435
666,Emoticon,1588164293
394,Like,1588164294
72,Comment,1588164294
444,Comment,1588164294
580,Emoticon,1588164295
763,Comment,1588165142
177,Emoticon,1588168558
846,Like,1588164296
26,Comment,1588164296
605,Comment,1588164296
872,Comment,1588164296
639,Like,1588164296
346,Comment,1588164296
96,Emoticon,1588164297
808,Emoticon,1588164297
532,Emoticon,1588165041
932,Like,1588164297
149,Comment,1588164297
56,Emoticon,1588164297
851,Emoticon,1588164297
817,Comment,1588164297
665,Like,1588164297
525,Emoticon,1588164297
379,Comment,1588164297
288,Comment,1588164297
224,Emoticon,1588164298
555,Comment,1588164298
169,Emoticon,1588164298
621,Emoticon,1588164299
755,Comment,1588164299
990,Emoticon,1588164299
111,Emoticon,1588164299
105,Emoticon,1588164299
618,Like,1588164299
67,Like,1588164300
718,Like,1588164301
686,Emoticon,1588166748
816,Emoticon,1588164301
938,Emoticon,1588177127
17,Like,1588164301
541,Comment,1588164302
772,Like,1588168666
20,Comment,1588164302
765,Like,1588168974
938,Like,1588181884
335,Emoticon,1588164303
343,Comment,1588164303
575,Comment,1588164303
660,Comment,1588174295
380,Comment,1588164303
852,Like,1588164303
187,Like,1588164303
864,Like,1588164303
693,Like,1588164303
396,Emoticon,1588164304
895,Like,1588164304
312,Like,1588164304
83,Like,1588165587
766,Like,1588164821
993,Comment,1588166392
52,Like,1588165981
23,Like,1588164305
79,Like,1588164305
389,Like,1588168451
464,Emoticon,1588164306
827,Emoticon,1588164306
445,Comment,1588164306
868,Like,1588164306
355,Like,1588171445
196,Like,1588169903
689,Comment,1588164307
192,Like,1588164307
751,Like,1588164308
462,Like,1588164308
529,Like,1588183274
225,Comment,1588164309
827,Comment,1588164309
512,Like,1588164309
387,Like,1588164309
496,Like,1588169699
33,Comment,1588164309
958,Like,1588164310
693,Emoticon,1588164310
851,Emoticon,1588164310
516,Comment,1588164310
453,Like,1588164310
102,Emoticon,1588164310
198,Comment,1588164310
283,Like,1588176724
340,Emoticon,1588164311
287,Emoticon,1588164311
123,Comment,1588164312
189,Like,1588164312
404,Like,1588164313
892,Like,1588164313
601,Like,1588164313
777,Like,1588164313
674,Comment,1588164314
787,Like,1588165491
911,Emoticon,1588164314
100,Emoticon,1588164314
738,Comment,1588164315
551,Emoticon,1588164315
802,Emoticon,1588164315
472,Like,1588164315
482,Comment,1588170797
112,Emoticon,1588164315
717,Emoticon,1588164315
842,Like,1588164316
158,Like,1588166226
959,Emoticon,1588170705
403,Like,1588164316
613,Emoticon,1588167836
713,Emoticon,1588164317
301,Like,1588164317
92,Comment,1588164317
279,Comment,1588164318
998,Like,1588166241
757,Comment,1588164318
662,Like,1588169960
315,Comment,1588164318
489,Like,1588164319
768,Emoticon,1588164319
335,Like,1588164319
320,Emoticon,1588164319
721,Emoticon,1588164319
685,Emoticon,1588164319
944,Comment,1588164319
574,Emoticon,1588169111
381,Like,1588164319
468,Emoticon,1588164320
447,Like,1588165437
296,Emoticon,1588164320
802,Emoticon,1588164320
953,Comment,1588164320
679,Like,1588164320
78,Comment,1588164321
303,Like,1588164321
590,Like,1588164321
693,Like,1588164322
91,Emoticon,1588164322
920,Emoticon,1588164323
299,Emoticon,1588164323
33,Emoticon,1588164323
565,Like,1588164323
932,Emoticon,1588164324
593,Emoticon,1588164324
7,Emoticon,1588164324
108,Comment,1588164325
907,Comment,1588164325
710,Like,1588164325
511,Comment,1588164325
72,Like,1588164325
604,Comment,1588169208
498,Like,1588164326
362,Comment,1588164326
852,Comment,1588164326
523,Emoticon,1588164326
572,Emoticon,1588164326
203,Emoticon,1588169781
570,Emoticon,1588164326
487,Like,1588164327
918,Emoticon,1588168539
688,Comment,1588164327
305,Emoticon,1588164327
214,Emoticon,1588164327
371,Like,1588164327
398,Comment,1588164327
246,Like,1588164327
549,Emoticon,1588164328
882,Emoticon,1588164328
812,Like,1588177301
364,Like,1588164328
985,Comment,1588173612
81,Emoticon,1588164328
278,Comment,1588168092
321,Like,1588164329
449,Emoticon,1588164330
249,Emoticon,1588170906
268,Like,1588164330
731,Comment,1588164330
479,Comment,1588164330
577,Emoticon,1588164330
562,Emoticon,1588164330
947,Emoticon,1588164330
126,Like,1588164331
18,Emoticon,1588173847
755,Comment,1588164331
640,Emoticon,1588164331
330,Comment,1588164331
740,Comment,1588164331
798,Comment,1588164331
779,Emoticon,1588164332
923,Like,1588164333
885,Like,1588164333
363,Emoticon,1588168883
738,Like,1588164334
277,Emoticon,1588164334
211,Like,1588164334
795,Comment,1588176283
563,Emoticon,1588170731
826,Like,1588164334
743,Emoticon,1588175298
364,Comment,1588164335
357,Emoticon,1588164335
16,Like,1588164335
617,Like,1588164335
713,Comment,1588164335
665,Emoticon,1588164336
27,Emoticon,1588164336
535,Comment,1588164336
193,Comment,1588166683
941,Like,1588164337
911,Like,1588164337
521,Emoticon,1588175030
401,Emoticon,1588164337
961,Comment,1588164338
46,Like,1588164338
466,Like,1588164338
242,Emoticon,1588164338
613,Emoticon,1588170290
314,Comment,1588164339
272,Like,1588164339
10,Comment,1588164339
626,Emoticon,1588165942
333,Like,1588164339
912,Like,1588164339
10,Like,1588164339
832,Comment,1588164339
329,Comment,1588164340
423,Like,1588164340
903,Comment,1588164340
856,Emoticon,1588164340
89,Like,1588164340
99,Emoticon,1588164398
631,Like,1588164340
700,Comment,1588164340
357,Emoticon,1588164340
398,Emoticon,1588164341
878,Like,1588164341
91,Emoticon,1588164341
231,Like,1588164341
672,Like,1588164341
774,Like,1588164342
973,Emoticon,1588164342
865,Emoticon,1588164342
280,Like,1588164342
407,Comment,1588164343
90,Emoticon,1588169349
249,Like,1588171996
808,Like,1588164343
493,Comment,1588164344
376,Like,1588164344
791,Emoticon,1588164344
975,Comment,1588164344
853,Comment,1588171223
817,Comment,1588164345
195,Like,1588164345
455,Like,1588164345
329,Like,1588164345
617,Emoticon,1588164345
587,Like,1588164346
128,Comment,1588174090
188,Like,1588164347
25,Emoticon,1588164347
958,Like,1588164347
146,Emoticon,1588179995
591,Emoticon,1588164348
20,Emoticon,1588164348
385,Like,1588183753
796,Emoticon,1588164348
48,Like,1588164348
538,Emoticon,1588164348
411,Like,1588164349
622,Comment,1588164349
85,Comment,1588164349
279,Comment,1588164349
704,Like,1588164349
65,Like,1588172907
575,Like,1588164350
419,Comment,1588164350
391,Like,1588164350
174,Comment,1588164351
231,Comment,1588164351
451,Emoticon,1588164352
890,Emoticon,1588164352
991,Comment,1588164352
26,Emoticon,1588164352
403,Comment,1588164352
99,Like,1588164412
333,Emoticon,1588164353
685,Comment,1588164353
865,Like,1588164353
647,Comment,1588164354
252,Comment,1588164354
494,Comment,1588166851
758,Emoticon,1588164354
299,Emoticon,1588164354
51,Like,1588164355
973,Emoticon,1588164355
656,Comment,1588164356
514,Like,1588164356
365,Like,1588165508
546,Emoticon,1588164357
164,Like,1588164357
242,Emoticon,1588164357
22,Comment,1588164357
661,Like,1588164357
325,Emoticon,1588165140
769,Emoticon,1588164358
314,Like,1588164358
375,Like,1588164358
417,Emoticon,1588164359
852,Like,1588164359
804,Emoticon,1588164359
878,Comment,1588164359
64,Comment,1588164359
670,Comment,1588164360
501,Emoticon,1588164360
